Sensitivity_tier1,Specificity_tier1,File,Sample,PR,Batch,DataQual,Platform
0.962218480319933,0.962931628752272,R_ILM_L5_B2_D5_1,D5,RiboZ,R_ILM_L5_B2,HighQual,R_ILM
0.948905493580299,0.965093689289967,R_ILM_L5_B3_D5_1,D5,RiboZ,R_ILM_L5_B3,LowQual,R_ILM
0.975057882551042,0.958889515573103,R_ILM_L5_B1_D5_2,D5,RiboZ,R_ILM_L5_B1,LowQual,R_ILM
0.963270890338876,0.965125023500658,R_ILM_L5_B2_D5_2,D5,RiboZ,R_ILM_L5_B2,HighQual,R_ILM
0.951168175121027,0.966221720874851,R_ILM_L5_B3_D5_2,D5,RiboZ,R_ILM_L5_B3,LowQual,R_ILM
0.973374026520732,0.959798207683148,R_ILM_L5_B1_D5_3,D5,RiboZ,R_ILM_L5_B1,LowQual,R_ILM
0.965270469374868,0.965657705082409,R_ILM_L5_B2_D5_3,D5,RiboZ,R_ILM_L5_B2,HighQual,R_ILM
0.938907598400337,0.966347057717616,R_ILM_L5_B3_D5_3,D5,RiboZ,R_ILM_L5_B3,LowQual,R_ILM
0.984529572721532,0.968571786676694,R_ILM_L6_B1_D5_1,D5,RiboZ,R_ILM_L6_B1,HighQual,R_ILM
0.9888444537992,0.968195776148399,R_ILM_L6_B1_D5_2,D5,RiboZ,R_ILM_L6_B1,HighQual,R_ILM
0.984319090717744,0.96847778404462,R_ILM_L6_B1_D5_3,D5,RiboZ,R_ILM_L6_B1,HighQual,R_ILM
0.988213007787834,0.950711286582691,R_ILM_L8_B1_D5_1,D5,RiboZ,R_ILM_L8_B1,HighQual,R_ILM
0.988633971795411,0.951431973428589,R_ILM_L8_B1_D5_2,D5,RiboZ,R_ILM_L8_B1,HighQual,R_ILM
