Sensitivity_tier1,Specificity_tier1,File,Sample,PR,Batch,DataQual,Platform
0.989002315302042,0.943943097073385,R_ILM_L8_B1_D5_3,D5,RiboZ,R_ILM_L8_B1,HighQual,R_ILM
0.96942835557794,0.989111582193101,P_BGI_L3_B1_D6_1,D6,PolyA,P_BGI_L3_B1,HighQual,P_BGI
0.964341475698816,0.989368536005653,P_BGI_L3_B1_D6_2,D6,PolyA,P_BGI_L3_B1,HighQual,P_BGI
0.968169226894989,0.991263570373225,P_BGI_L3_B1_D6_3,D6,PolyA,P_BGI_L3_B1,HighQual,P_BGI
0.985545202719718,0.991681120318623,P_BGI_L6_B1_D6_1,D6,PolyA,P_BGI_L6_B1,HighQual,P_BGI
0.982070007554772,0.992355624076572,P_BGI_L6_B1_D6_2,D6,PolyA,P_BGI_L6_B1,HighQual,P_BGI
0.987761269201712,0.992291385623434,P_BGI_L6_B1_D6_3,D6,PolyA,P_BGI_L6_B1,HighQual,P_BGI
0.992193402165701,0.964090704695831,R_BGI_L3_B1_D6_1,D6,RiboZ,R_BGI_L3_B1,HighQual,R_BGI
0.993754721732561,0.965536069891437,R_BGI_L3_B1_D6_2,D6,RiboZ,R_BGI_L3_B1,HighQual,R_BGI
0.994359103500378,0.9641228239224,R_BGI_L3_B1_D6_3,D6,RiboZ,R_BGI_L3_B1,HighQual,R_BGI
0.991790480987157,0.966467527461939,R_BGI_L6_B1_D6_1,D6,RiboZ,R_BGI_L6_B1,HighQual,R_BGI
0.990984638630068,0.96476520845378,R_BGI_L6_B1_D6_2,D6,RiboZ,R_BGI_L6_B1,HighQual,R_BGI
0.992143037018383,0.96611421596968,R_BGI_L6_B1_D6_3,D6,RiboZ,R_BGI_L6_B1,HighQual,R_BGI
0.98418534374213,0.953105929209225,R_BGI_L7_B1_D6_1,D6,RiboZ,R_BGI_L7_B1,HighQual,R_BGI
0.981465625786955,0.953459240701484,R_BGI_L7_B1_D6_2,D6,RiboZ,R_BGI_L7_B1,HighQual,R_BGI
0.982271468144044,0.952013875505878,R_BGI_L7_B1_D6_3,D6,RiboZ,R_BGI_L7_B1,HighQual,R_BGI
0.981515990934273,0.990171516669879,P_ILM_L1_B1_D6_1,D6,PolyA,P_ILM_L1_B1,HighQual,P_ILM
0.975774364140015,0.990428470482431,P_ILM_L1_B1_D6_2,D6,PolyA,P_ILM_L1_B1,HighQual,P_ILM
0.98212037270209,0.989529132138498,P_ILM_L1_B1_D6_3,D6,PolyA,P_ILM_L1_B1,HighQual,P_ILM
0.965449508939814,0.988372839982013,P_ILM_L2_B1_D6_1,D6,PolyA,P_ILM_L2_B1,LowQual,P_ILM
0.948526819440947,0.990075158990172,P_ILM_L2_B1_D6_2,D6,PolyA,P_ILM_L2_B1,LowQual,P_ILM
0.952707126668345,0.990267874349586,P_ILM_L2_B1_D6_3,D6,PolyA,P_ILM_L2_B1,LowQual,P_ILM
0.94092168219592,0.977548660628252,P_ILM_L5_B1_D6_1,D6,PolyA,P_ILM_L5_B1,LowQual,P_ILM
0.935431881138252,0.9772917068157,P_ILM_L5_B1_D6_2,D6,PolyA,P_ILM_L5_B1,LowQual,P_ILM
0.935885167464115,0.977580779854821,P_ILM_L5_B1_D6_3,D6,PolyA,P_ILM_L5_B1,LowQual,P_ILM
0.969126164694032,0.990203635896448,P_ILM_L6_B1_D6_1,D6,PolyA,P_ILM_L6_B1,HighQual,P_ILM
0.961420297154369,0.991038735787242,P_ILM_L6_B1_D6_2,D6,PolyA,P_ILM_L6_B1,HighQual,P_ILM
0.973659027952657,0.99110297424038,P_ILM_L6_B1_D6_3,D6,PolyA,P_ILM_L6_B1,HighQual,P_ILM
0.97617728531856,0.990075158990172,P_ILM_L8_B1_D6_1,D6,PolyA,P_ILM_L8_B1,HighQual,P_ILM
0.969529085872576,0.987120190145821,P_ILM_L8_B1_D6_2,D6,PolyA,P_ILM_L8_B1,HighQual,P_ILM
0.968672878368169,0.98814800539603,P_ILM_L8_B1_D6_3,D6,PolyA,P_ILM_L8_B1,HighQual,P_ILM
0.991085368924704,0.967366865805871,R_ILM_L1_B1_D6_1,D6,RiboZ,R_ILM_L1_B1,HighQual,R_ILM
0.987811634349031,0.964315539281814,R_ILM_L1_B1_D6_2,D6,RiboZ,R_ILM_L1_B1,HighQual,R_ILM
